Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
MFG/24-25/EST-700506,2025-03-07 12:30:00,Machinery Repairs & Spares,Royal Industrial Spares,817260.0,0.0,Estimated invoice booking ref #EST-81726,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/516507,2024-08-03 15:34:00,Direct Factory Wages,Vardhman Yarns & Threads,117330.0,0.0,Bill passing for direct factory wages against PO ref #3908,Dyeing & Wet Processing,accts_manish
MFG/24-25/511027,2024-07-06 09:56:00,Direct Factory Wages,Shree Ganesh Embroidery,56274.74,0.0,Bill passing for direct factory wages against PO ref #1709,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/508816,2024-06-17 16:16:00,Finished Goods Domestic Sales,Euro Fashion Brands,0.0,3339.16,Bill passing for finished goods domestic sales against PO ref #9168,Finishing & Packaging,works_mgr_patel
MFG/24-25/510284,2025-02-12 17:31:00,Embroidery & Job Work Charges,Zenith Dyeing & Processing,10003.08,0.0,Bill passing for embroidery & job work charges against PO ref #6457,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/EST-700258,2024-05-26 18:11:00,Machinery Repairs & Spares,Sub-contractor X (Unverified),94714.0,0.0,Estimated invoice booking ref #EST-94714,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/DUP-800628,2024-09-17 16:16:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,182433.49,0.0,Purchase bill passed against invoice ref INV-SURAT-8313 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/501682,2024-12-18 12:04:00,Raw Material - Grey Fabric,SuperTech Boiler Solutions,65806.36,0.0,Bill passing for raw material - grey fabric against PO ref #8489,Weaving Dept,accts_suresh
MFG/24-25/518246,2024-08-21 16:51:00,Raw Material - Grey Fabric,Zenith Dyeing & Processing,10004.67,0.0,Bill passing for raw material - grey fabric against PO ref #6802,Weaving Dept,accts_manish
MFG/24-25/525726,2025-01-19 17:09:00,Boiler Fuel & Power Costs,Modern Trims & Labels,11421.75,0.0,Bill passing for boiler fuel & power costs against PO ref #8688,Finishing & Packaging,accts_suresh
MFG/24-25/520538,2025-03-15 15:34:00,Sub-contracting Fabrication,Om Sai Labour Contractors,3158.49,0.0,Bill passing for sub-contracting fabrication against PO ref #9434,Weaving Dept,sr_accountant_gupta
MFG/24-25/522438,2025-02-03 16:38:00,Raw Material - Grey Fabric,Shree Ganesh Embroidery,500.0,0.0,Bill passing for raw material - grey fabric against PO ref #1352,Finishing & Packaging,accts_suresh
MFG/24-25/517008,2025-02-13 13:34:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,500.0,Bill passing for export sales (apparel) against PO ref #5671,Weaving Dept,accts_manish
MFG/24-25/SPL-601299,2024-11-19 12:26:00,Sub-contracting Fabrication,Shree Ganesh Embroidery,49928.12,0.0,Job work voucher below limit clearance - Batch #222,Stitching Unit 1,accts_manish
MFG/24-25/505680,2024-12-24 16:40:00,Sub-contracting Fabrication,Apex Button & Zippers,61471.99,0.0,Bill passing for sub-contracting fabrication against PO ref #1261,Finishing & Packaging,accts_suresh
MFG/24-25/510892,2025-03-08 15:54:00,Packing & Trims Purchase,Apex Button & Zippers,500.0,0.0,Bill passing for packing & trims purchase against PO ref #1824,Stitching Unit 1,works_mgr_patel
MFG/24-25/SPL-602782,2024-05-25 15:55:00,Embroidery & Job Work Charges,Shree Ganesh Embroidery,48130.66,0.0,Job work voucher below limit clearance - Batch #748,Stitching Unit 1,accts_manish
MFG/24-25/DUP-800128,2024-06-21 11:24:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,130620.59,0.0,Purchase bill passed against invoice ref INV-SURAT-8063 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/505211,2025-01-26 18:17:00,Raw Material - Grey Fabric,Shree Ganesh Embroidery,21279.6,0.0,Bill passing for raw material - grey fabric against PO ref #3440,Export Division,finance_head
MFG/24-25/DUP-802049,2024-05-10 14:52:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,370290.1,0.0,Purchase bill passed against invoice ref INV-SURAT-9024 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/508062,2024-04-14 12:04:00,Embroidery & Job Work Charges,Global Freight Forwarders,6854.9,0.0,Bill passing for embroidery & job work charges against PO ref #3045,Spinning Unit,accts_manish
MFG/24-25/513449,2024-04-11 16:20:00,Direct Factory Wages,SuperTech Boiler Solutions,1242.13,0.0,Bill passing for direct factory wages against PO ref #2531,Export Division,sr_accountant_gupta
MFG/24-25/EST-700102,2024-10-15 14:54:00,Machinery Repairs & Spares,Zenith Dyeing & Processing,848940.0,0.0,Estimated invoice booking ref #EST-84894,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/509226,2024-09-13 09:51:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,58701.29,0.0,Bill passing for raw material - grey fabric against PO ref #7609,Export Division,accts_manish
MFG/24-25/516141,2024-06-18 15:26:00,Packing & Trims Purchase,Modern Trims & Labels,10893.49,0.0,Bill passing for packing & trims purchase against PO ref #4257,Spinning Unit,accts_suresh
MFG/24-25/EST-702800,2024-09-14 12:58:00,Machinery Repairs & Spares,Sub-contractor X (Unverified),825390.0,0.0,Estimated invoice booking ref #EST-82539,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/500837,2025-03-24 14:28:00,Packing & Trims Purchase,Vardhman Yarns & Threads,587.89,0.0,Bill passing for packing & trims purchase against PO ref #2813,Dyeing & Wet Processing,finance_head
MFG/24-25/500355,2024-05-13 12:17:00,Machinery Repairs & Spares,Tirupur Spinning Mills,88438.63,0.0,Bill passing for machinery repairs & spares against PO ref #9083,Stitching Unit 2,accts_manish
MFG/24-25/SPL-600812,2024-07-08 14:38:00,Sub-contracting Fabrication,Shree Ganesh Embroidery,49813.77,0.0,Job work voucher below limit clearance - Batch #581,Stitching Unit 2,accts_manish
MFG/24-25/523409,2025-01-05 17:07:00,Embroidery & Job Work Charges,Global Freight Forwarders,16477.0,0.0,Bill passing for embroidery & job work charges against PO ref #5112,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/510830,2025-01-26 10:54:00,Export Sales (Apparel),Euro Fashion Brands,0.0,10378.7,Bill passing for export sales (apparel) against PO ref #1217,Weaving Dept,works_mgr_patel
MFG/24-25/EST-702170,2024-11-14 11:58:00,Machinery Repairs & Spares,Royal Industrial Spares,87160.0,0.0,Estimated invoice booking ref #EST-87160,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/DUP-801497,2024-07-27 17:40:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,176435.83,0.0,Purchase bill passed against invoice ref INV-SURAT-8748 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/SPL-603608,2024-10-03 11:26:00,Embroidery & Job Work Charges,Shree Ganesh Embroidery,48825.96,0.0,Job work voucher below limit clearance - Batch #798,Stitching Unit 2,accts_manish
MFG/24-25/520386,2024-08-19 09:18:00,Direct Factory Wages,Apex Button & Zippers,6873.14,0.0,Bill passing for direct factory wages against PO ref #1764,Finishing & Packaging,accts_suresh
MFG/24-25/SPL-603021,2024-11-28 14:08:00,Sub-contracting Fabrication,Shree Ganesh Embroidery,49898.44,0.0,Job work voucher below limit clearance - Batch #264,Stitching Unit 2,accts_manish
MFG/24-25/522413,2024-06-04 17:21:00,Finished Goods Domestic Sales,Overseas Buyer Corp (USA),0.0,9937.17,Bill passing for finished goods domestic sales against PO ref #7843,Stitching Unit 1,sr_accountant_gupta
MFG/24-25/511934,2024-06-25 15:06:00,Export Freight & Clearing,Vardhman Yarns & Threads,5523.63,0.0,Bill passing for export freight & clearing against PO ref #8000,Spinning Unit,accts_manish
MFG/24-25/SPL-602127,2024-11-19 14:24:00,Embroidery & Job Work Charges,Om Sai Labour Contractors,49603.09,0.0,Job work voucher below limit clearance - Batch #718,Stitching Unit 1,accts_manish
MFG/24-25/515372,2024-09-19 19:02:00,Embroidery & Job Work Charges,Modern Trims & Labels,17804.41,0.0,Bill passing for embroidery & job work charges against PO ref #3656,Spinning Unit,finance_head
MFG/24-25/EST-703202,2024-11-02 12:25:00,Machinery Repairs & Spares,Zenith Dyeing & Processing,864070.0,0.0,Estimated invoice booking ref #EST-86407,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/517194,2024-07-11 17:34:00,Embroidery & Job Work Charges,Zenith Dyeing & Processing,9066.59,0.0,Bill passing for embroidery & job work charges against PO ref #6894,Stitching Unit 2,works_mgr_patel
MFG/24-25/SPL-602179,2024-08-15 16:56:00,Direct Factory Wages,Om Sai Labour Contractors,48802.61,0.0,Job work voucher below limit clearance - Batch #243,Stitching Unit 1,accts_manish
MFG/24-25/512882,2024-11-12 19:58:00,Sub-contracting Fabrication,SuperTech Boiler Solutions,4346.84,0.0,Bill passing for sub-contracting fabrication against PO ref #1922,Weaving Dept,accts_suresh
MFG/24-25/517019,2024-11-18 17:29:00,Raw Material - Cotton Yarn,Balaji Job Workers Ltd,39057.69,0.0,Bill passing for raw material - cotton yarn against PO ref #9010,Export Division,works_mgr_patel
MFG/24-25/511056,2025-03-18 10:39:00,Raw Material - Cotton Yarn,Om Sai Labour Contractors,10048.53,0.0,Bill passing for raw material - cotton yarn against PO ref #1807,Weaving Dept,finance_head
MFG/24-25/509640,2024-06-13 15:56:00,Dyeing & Printing Charges,Om Sai Labour Contractors,7269.57,0.0,Bill passing for dyeing & printing charges against PO ref #5137,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/514424,2024-08-05 16:59:00,Raw Material - Grey Fabric,Zenith Dyeing & Processing,24199.05,0.0,Bill passing for raw material - grey fabric against PO ref #5313,Stitching Unit 1,accts_suresh
MFG/24-25/508692,2025-01-21 10:05:00,Export Sales (Apparel),Trends Retail India,0.0,13857.98,Bill passing for export sales (apparel) against PO ref #1735,Export Division,works_mgr_patel
MFG/24-25/501816,2024-06-23 10:37:00,Dyeing & Printing Charges,Shree Ganesh Embroidery,3753.67,0.0,Bill passing for dyeing & printing charges against PO ref #5587,Weaving Dept,sr_accountant_gupta
MFG/24-25/519632,2025-01-03 16:59:00,Factory Security & Compliance,Om Sai Labour Contractors,3734.05,0.0,Bill passing for factory security & compliance against PO ref #6800,Export Division,works_mgr_patel
MFG/24-25/525249,2025-03-24 19:37:00,Dyeing & Printing Charges,Royal Industrial Spares,3684.86,0.0,Bill passing for dyeing & printing charges against PO ref #5194,Finishing & Packaging,accts_suresh
MFG/24-25/504420,2024-07-01 15:59:00,Finished Goods Domestic Sales,Overseas Buyer Corp (USA),0.0,3631.34,Bill passing for finished goods domestic sales against PO ref #7124,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/522267,2024-10-07 17:50:00,Export Sales (Apparel),Euro Fashion Brands,0.0,41190.61,Bill passing for export sales (apparel) against PO ref #3573,Export Division,works_mgr_patel
MFG/24-25/511932,2024-10-18 19:28:00,Raw Material - Grey Fabric,Zenith Dyeing & Processing,18288.56,0.0,Bill passing for raw material - grey fabric against PO ref #6617,Weaving Dept,finance_head
MFG/24-25/524010,2024-04-28 09:27:00,Raw Material - Cotton Yarn,K-Tex Processing Mills,118742.29,0.0,Bill passing for raw material - cotton yarn against PO ref #3018,Finishing & Packaging,finance_head
MFG/24-25/511211,2024-07-09 15:20:00,Dyeing & Printing Charges,Om Sai Labour Contractors,9053.19,0.0,Bill passing for dyeing & printing charges against PO ref #5352,Dyeing & Wet Processing,accts_suresh
MFG/24-25/525015,2024-10-25 15:01:00,Finished Goods Domestic Sales,Overseas Buyer Corp (USA),0.0,10383.36,Bill passing for finished goods domestic sales against PO ref #3142,Stitching Unit 2,accts_suresh
MFG/24-25/SPL-601645,2024-10-29 11:54:00,Direct Factory Wages,Apex Button & Zippers,48987.07,0.0,Job work voucher below limit clearance - Batch #556,Stitching Unit 2,accts_manish
MFG/24-25/524215,2024-11-07 19:10:00,Boiler Fuel & Power Costs,Surat Textiles Hub Pvt Ltd,99208.68,0.0,Bill passing for boiler fuel & power costs against PO ref #3970,Export Division,accts_suresh
MFG/24-25/515891,2024-07-22 19:57:00,Raw Material - Cotton Yarn,Apex Button & Zippers,3653.35,0.0,Bill passing for raw material - cotton yarn against PO ref #4510,Dyeing & Wet Processing,finance_head
MFG/24-25/523835,2024-06-24 09:26:00,Boiler Fuel & Power Costs,SuperTech Boiler Solutions,68017.5,0.0,Bill passing for boiler fuel & power costs against PO ref #8299,Dyeing & Wet Processing,sr_accountant_gupta
MFG/24-25/512980,2025-02-01 12:06:00,Sub-contracting Fabrication,Balaji Job Workers Ltd,6341.56,0.0,Bill passing for sub-contracting fabrication against PO ref #7597,Weaving Dept,works_mgr_patel
MFG/24-25/502223,2025-03-05 18:44:00,Export Freight & Clearing,Star Export Logistics,17069.5,0.0,Bill passing for export freight & clearing against PO ref #5242,Export Division,accts_suresh
MFG/24-25/501924,2024-10-14 19:53:00,Packing & Trims Purchase,Royal Industrial Spares,2498.19,0.0,Bill passing for packing & trims purchase against PO ref #1817,Stitching Unit 1,accts_manish
MFG/24-25/509750,2024-09-17 16:06:00,Export Sales (Apparel),Euro Fashion Brands,0.0,34447.02,Bill passing for export sales (apparel) against PO ref #1922,Weaving Dept,finance_head
MFG/24-25/508862,2024-05-28 14:04:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,3276.97,Bill passing for finished goods domestic sales against PO ref #2172,Stitching Unit 1,accts_suresh
MFG/24-25/519600,2024-07-12 12:10:00,Machinery Repairs & Spares,Om Sai Labour Contractors,49533.23,0.0,Bill passing for machinery repairs & spares against PO ref #2675,Weaving Dept,sr_accountant_gupta
MFG/24-25/504311,2025-03-02 11:12:00,Finished Goods Domestic Sales,Trends Retail India,0.0,85690.25,Bill passing for finished goods domestic sales against PO ref #8566,Spinning Unit,accts_manish
MFG/24-25/500616,2024-07-11 15:10:00,Sub-contracting Fabrication,Star Export Logistics,6119.08,0.0,Bill passing for sub-contracting fabrication against PO ref #9700,Export Division,accts_suresh
MFG/24-25/514428,2025-02-17 12:40:00,Finished Goods Domestic Sales,Trends Retail India,0.0,372781.09,Bill passing for finished goods domestic sales against PO ref #4860,Stitching Unit 1,finance_head
MFG/24-25/512465,2024-10-10 15:16:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,13190.46,Bill passing for export sales (apparel) against PO ref #7646,Dyeing & Wet Processing,finance_head
MFG/24-25/SPL-602819,2024-10-31 11:43:00,Direct Factory Wages,Apex Button & Zippers,48323.81,0.0,Job work voucher below limit clearance - Batch #618,Stitching Unit 2,accts_manish
MFG/24-25/524287,2024-06-08 17:56:00,Packing & Trims Purchase,Balaji Job Workers Ltd,6062.61,0.0,Bill passing for packing & trims purchase against PO ref #6932,Finishing & Packaging,sr_accountant_gupta
MFG/24-25/524957,2024-07-10 18:41:00,Direct Factory Wages,Royal Industrial Spares,6393.2,0.0,Bill passing for direct factory wages against PO ref #2690,Dyeing & Wet Processing,accts_suresh
MFG/24-25/504025,2024-10-27 15:36:00,Dyeing & Printing Charges,Royal Industrial Spares,2600.45,0.0,Bill passing for dyeing & printing charges against PO ref #9952,Stitching Unit 1,accts_manish
MFG/24-25/510758,2025-03-24 11:28:00,Raw Material - Grey Fabric,Balaji Job Workers Ltd,21695.48,0.0,Bill passing for raw material - grey fabric against PO ref #6635,Weaving Dept,accts_suresh
MFG/24-25/505051,2024-08-12 17:02:00,Embroidery & Job Work Charges,Vardhman Yarns & Threads,38237.89,0.0,Bill passing for embroidery & job work charges against PO ref #3546,Weaving Dept,finance_head
MFG/24-25/SPL-602454,2024-07-25 10:14:00,Sub-contracting Fabrication,Balaji Job Workers Ltd,49277.98,0.0,Job work voucher below limit clearance - Batch #725,Stitching Unit 1,accts_manish
MFG/24-25/521214,2025-03-09 15:23:00,Packing & Trims Purchase,Global Freight Forwarders,7637.56,0.0,Bill passing for packing & trims purchase against PO ref #1893,Stitching Unit 1,sr_accountant_gupta
MFG/24-25/502020,2025-03-30 14:48:00,Export Sales (Apparel),Trends Retail India,0.0,29958.21,Bill passing for export sales (apparel) against PO ref #5531,Spinning Unit,sr_accountant_gupta
MFG/24-25/SPL-601995,2025-01-25 17:04:00,Direct Factory Wages,Om Sai Labour Contractors,48444.9,0.0,Job work voucher below limit clearance - Batch #355,Stitching Unit 2,accts_manish
MFG/24-25/511927,2024-05-17 18:22:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,12791.26,Bill passing for finished goods domestic sales against PO ref #2851,Spinning Unit,works_mgr_patel
MFG/24-25/EST-701235,2024-05-15 12:42:00,Dyeing & Printing Charges,Royal Industrial Spares,76868.0,0.0,Estimated invoice booking ref #EST-76868,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/502773,2024-10-21 16:46:00,Dyeing & Printing Charges,Shree Ganesh Embroidery,6122.14,0.0,Bill passing for dyeing & printing charges against PO ref #4856,Finishing & Packaging,accts_manish
MFG/24-25/514323,2024-06-26 17:28:00,Finished Goods Domestic Sales,Trends Retail India,0.0,19654.09,Bill passing for finished goods domestic sales against PO ref #8834,Export Division,finance_head
MFG/24-25/521457,2024-07-16 16:33:00,Direct Factory Wages,Zenith Dyeing & Processing,15209.96,0.0,Bill passing for direct factory wages against PO ref #4434,Export Division,sr_accountant_gupta
MFG/24-25/500183,2024-08-03 17:26:00,Dyeing & Printing Charges,Global Freight Forwarders,1293.94,0.0,Bill passing for dyeing & printing charges against PO ref #9446,Export Division,accts_suresh
MFG/24-25/506596,2024-09-07 19:46:00,Finished Goods Domestic Sales,Trends Retail India,0.0,85601.47,Bill passing for finished goods domestic sales against PO ref #5552,Spinning Unit,accts_suresh
MFG/24-25/501815,2024-12-14 11:54:00,Dyeing & Printing Charges,Zenith Dyeing & Processing,25661.95,0.0,Bill passing for dyeing & printing charges against PO ref #4504,Export Division,sr_accountant_gupta
MFG/24-25/SPL-602224,2025-02-28 17:16:00,Sub-contracting Fabrication,Om Sai Labour Contractors,49881.35,0.0,Job work voucher below limit clearance - Batch #553,Stitching Unit 2,accts_manish
MFG/24-25/503288,2024-08-26 17:19:00,Dyeing & Printing Charges,Star Export Logistics,20326.02,0.0,Bill passing for dyeing & printing charges against PO ref #7101,Spinning Unit,works_mgr_patel
